index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,shot_freeze_frame,match_id,obv_for_after,obv_for_before,obv_for_net,obv_against_after,obv_against_before,obv_against_net,obv_total_net,player_id,player_name,position_id,position_name,pass_length,pass_angle,pass_pass_success_probability,pass_recipient_id,pass_recipient_name,pass_height_id,pass_height_name,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,under_pressure,pass_aerial_won,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,out,counterpress,shot_statsbomb_xg,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_gk_positioning_xg_suppression,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,interception_outcome_id,interception_outcome_name,duel_outcome_id,duel_outcome_name,shot_first_time,off_camera,pass_assisted_shot_id,pass_goal_assist,pass_through_ball,pass_technique_id,pass_technique_name,shot_one_on_one,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,goalkeeper_technique_id,goalkeeper_technique_name,dribble_outcome_id,dribble_outcome_name,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_shot_assist,pass_inswinging,pass_cross,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_left_foot,pass_no_touch,shot_saved_off_target,goalkeeper_shot_saved_off_target,50_50_outcome_id,50_50_outcome_name,pass_cut_back,block_offensive,foul_committed_advantage,foul_won_advantage,pass_miscommunication,dribble_nutmeg,pass_deflected,block_deflection,pass_outswinging,clearance_other,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_type_id,foul_committed_type_name,dribble_overrun,block_save_block,miscontrol_aerial_won,shot_aerial_won,foul_committed_offensive,pass_straight,ball_recovery_offensive,shot_deflected,shot_open_goal,goalkeeper_punched_out,foul_committed_penalty,foul_won_penalty,shot_shot_shot_assist,dribble_no_touch,shot_saved_to_post,goalkeeper_shot_saved_to_post,shot_shot_goal_assist,shot_follows_dribble,goalkeeper_lost_out,goalkeeper_lost_in_play,player_off_permanent,shot_redirect,goalkeeper_success_out,goalkeeper_success_in_play,x,y,end_x,end_y,carry_end_x,carry_end_y,goalkeeper_end_x,goalkeeper_end_y,shot_end_x,shot_end_y,shot_end_z,prog_pass,prog_carry,pass_or_carry_angle,phase,count_hi,count_hsr,count_high_acceleration,count_high_deceleration,count_medium_acceleration,count_medium_deceleration,count_sprint,high_intensity_hi_distance,high_speed_running_hsr_distance,m/min,max_speed,running_distance,sprinting_distance,total_distance,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,Shoter_x,Shoter_y,in_box
1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,4652,Júbilo Iwata,1,Regular Play,4652,Júbilo Iwata,4411.0,"[{'jersey_number': 1, 'player.id': 3175, 'player.name': 'Eiji Kawashima', 'position.id': 1, 'position.name': 'Goalkeeper'}, {'jersey_number': 50, 'player.id': 426632, 'player.name': 'Hiroto Uemura', 'position.id': 2, 'position.name': 'Right Back'}, {'jersey_number': 6, 'player.id': 37492, 'player.name': 'Makito Ito', 'position.id': 3, 'position.name': 'Right Center Back'}, {'jersey_number': 36, 'player.id': 25182, 'player.name': 'Ricardo Queiroz de Alencastro Graça', 'position.id': 5, 'position.name': 'Left Center Back'}, {'jersey_number': 4, 'player.id': 35701, 'player.name': 'Ko Matsubara', 'position.id': 6, 'position.name': 'Left Back'}, {'jersey_number': 16, 'player.id': 43970, 'player.name': 'Leonardo da Silva Gomes', 'position.id': 9, 'position.name': 'Right Defensive Midfield'}, {'jersey_number': 7, 'player.id': 95030, 'player.name': 'Rikiya Uehara', 'position.id': 11, 'position.name': 'Left Defensive Midfield'}, {'jersey_number': 14, 'player.id': 95281, 'player.name': 'Masaya Matsumoto', 'position.id': 12, 'position.name': 'Right Midfield'}, {'jersey_number': 37, 'player.id': 37319, 'player.name': 'Rei Hirakawa', 'position.id': 16, 'position.name': 'Left Midfield'}, {'jersey_number': 10, 'player.id': 95282, 'player.name': 'Hiroki Yamada', 'position.id': 19, 'position.name': 'Center Attacking Midfield'}, {'jersey_number': 11, 'player.id': 37133, 'player.name': 'Ryo Germain', 'position.id': 23, 'position.name': 'Center Forward'}]",,3925230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,4652,Júbilo Iwata,1,Regular Play,1886,Vissel Kobe,4231.0,"[{'jersey_number': 1, 'player.id': 37791, 'player.name': 'Daiya Maekawa', 'position.id': 1, 'position.name': 'Goalkeeper'}, {'jersey_number': 24, 'player.id': 6339, 'player.name': 'Gotoku Sakai', 'position.id': 2, 'position.name': 'Right Back'}, {'jersey_number': 4, 'player.id': 46161, 'player.name': 'Tetsushi Yamakawa', 'position.id': 3, 'position.name': 'Right Center Back'}, {'jersey_number': 3, 'player.id': 25153, 'player.name': 'Matheus Soares Thuler', 'position.id': 5, 'position.name': 'Left Center Back'}, {'jersey_number': 19, 'player.id': 37814, 'player.name': 'Ryo Hatsuse', 'position.id': 6, 'position.name': 'Left Back'}, {'jersey_number': 96, 'player.id': 5694, 'player.name': 'Hotaru Yamaguchi', 'position.id': 9, 'position.name': 'Right Defensive Midfield'}, {'jersey_number': 6, 'player.id': 37489, 'player.name': 'Takahiro Ohgihara', 'position.id': 11, 'position.name': 'Left Defensive Midfield'}, {'jersey_number': 22, 'player.id': 41946, 'player.name': 'Daiju Sasaki', 'position.id': 17, 'position.name': 'Right Wing'}, {'jersey_number': 7, 'player.id': 15695, 'player.name': 'Yosuke Ideguchi', 'position.id': 19, 'position.name': 'Center Attacking Midfield'}, {'jersey_number': 14, 'player.id': 37243, 'player.name': 'Koya Yuruki', 'position.id': 21, 'position.name': 'Left Wing'}, {'jersey_number': 10, 'player.id': 5679, 'player.name': 'Yūya Ōsako', 'position.id': 23, 'position.name': 'Center Forward'}]",,3925230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,00:00:00.000,0,0,1,0.0,18,Half Start,4652,Júbilo Iwata,1,Regular Play,4652,Júbilo Iwata,,,,3925230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,00:00:00.000,0,0,1,0.0,18,Half Start,4652,Júbilo Iwata,1,Regular Play,1886,Vissel Kobe,,,,3925230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,00:00:00.991,0,0,2,1.6406,30,Pass,1886,Vissel Kobe,9,From Kick Off,1886,Vissel Kobe,,,,3925230,0.0138,0.0074,0.0064,0.011,0.0086,0.0025,0.0039,37489.0,Takahiro Ohgihara,11.0,Left Defensive Midfield,28.6777,-2.706,0.998,25153.0,Matheus Soares Thuler,1.0,Ground Pass,38.0,Left Foot,65.0,Kick Off,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,40.0,34.0,27.9,,,,,,,,-26.847049460531466,0.0,-155.04345596188782,,,,,,,,,,,,,,,,5.0,3.0,3.0,2.0,0.01484598,0.01110462,-0.003741359999999999,,,
6,1,00:00:02.632,0,2,2,,42,Ball Receipt*,1886,Vissel Kobe,9,From Kick Off,1886,Vissel Kobe,,,,3925230,,,,,,,,25153.0,Matheus Soares Thuler,5.0,Left Center Back,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,27.9,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,00:00:02.632,0,2,2,1.4762,43,Carry,1886,Vissel Kobe,9,From Kick Off,1886,Vissel Kobe,,,,3925230,0.0143,0.0138,0.0004,0.0107,0.011,-0.0003,0.0008,25153.0,Matheus Soares Thuler,5.0,Left Center Back,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,27.9,,,37.9,29.7,,,,,,0.0,4.103469649164836,,,,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,0.01110462,0.01110462,0.0,,,
8,1,00:00:04.108,0,4,2,5.0104,30,Pass,1886,Vissel Kobe,9,From Kick Off,1886,Vissel Kobe,,,,3925230,0.0119,0.0143,-0.0024,0.0089,0.0107,-0.0017,-0.0006,25153.0,Matheus Soares Thuler,5.0,Left Center Back,73.2737,0.2907,0.3618,5679.0,Yūya Ōsako,3.0,High Pass,38.0,Left Foot,,,54.0,Defensive third - Center - Forwards - Long - High Pass,0.991,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,29.7,108.1,50.7,,,,,,,,66.74045511648282,0.0,16.654306376923333,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,00:00:09.118,0,9,2,,42,Ball Receipt*,1886,Vissel Kobe,9,From Kick Off,1886,Vissel Kobe,,,,3925230,,,,,,,,5679.0,Yūya Ōsako,23.0,Center Forward,,,,,,,,,,,,,,,,,,1,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,53.8,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,00:00:09.118,0,9,2,0.0,2,Ball Recovery,1886,Vissel Kobe,9,From Kick Off,4652,Júbilo Iwata,,,,3925230,,,,,,,,3175.0,Eiji Kawashima,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,29.4,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
