Name,Total_Shots,Open_Play_Shots,Goals,Shot_On_Post,Shot_On_Target,Shot_Off_Target,Shot_Blocked,Shots_From_Inside_The_Box,Shots_From_Outside_The_Box,Avg._Shot_Distance,xG,xGOT,Total_Passes,Accurate_Passes,Miss_Pass,Passing_Accuracy,Progressive_Passes,Chances_Created,Assists,Pre-Assists,Buil-up_to_Shot,Final_Third_Passes,Passes_In_Penalty_Box,Through_Pass_Attempts,Accurate_Through_Passes,Crosses_Attempts,Accurate_Crosses,Longballs_Attempts,Accurate_Longballs,Corners_Taken,Accurate_Corners,Freekicks_Taken,Accurate_Freekicks,ThrowIns_Taken,Accurate_ThrowIns,Forward_Pass_Attempts,Accurate_Forward_Pass,Side_Pass_Attempts,Accurate_Side_Pass,Back_Pass_Attempts,Accurate_Back_Pass,xT_Increased_From_Pass,xT_Decreased_From_Pass,Total_xT_From_Pass,Total_Carries,Progressive_Carries,Carries_Led_to_Shot,Carries_Led_to_Goal,Carrier_Dispossessed,Carries_Into_Final_Third,Carries_Into_Penalty_Box,Avg._Carry_Length,Total_Carry_Length,xT_Increased_From_Carries,xT_Decreased_From_Carries,Total_xT_From_Carries,TakeOn_Attempts,Successful_TakeOns,Total_Passes_Received,Key_Passes_Received,Assists_Received,Progressive_Passes_Received,Passes_Received_In_Final_Third,Passes_Received_In_Opponent_Penalty_Box,Crosses_Received,Longballs_Received,Cutbacks_Received,Ball_Retention,xT_Received,Avg._Distance_Of_Pass_Receiving_Form_Oppo._Goal_Line,Most_Passes_Received_From_(Count),Total_Tackles,Tackles_Won,Dribblers_Tackled,Dribble_Past,Interception,Ball_Recoveries,Post_Recovery_Ball_Retention,Pass_Blocked,Ball_Clearances,Shots_Blocked,Aerial_Duels,Aerial_Duels_Won,Fouls_Committed,Fouls_Infront_Of_Own_Penalty_Box,Error_Led_to_Shot,Error_Led_to_Goal,Possession Win in Final third,Possession Win in Mid third,Possession Win in Defensive third,Total_Touches,Touches_In_Final_Third,Touches_In_Opponent_Penalty_Box,obv_for_net,obv_against_net,obv_total_net,count_hi_1-15,count_hsr_1-15,count_high_acceleration_1-15,count_high_deceleration_1-15,count_medium_acceleration_1-15,count_medium_deceleration_1-15,count_sprint_1-15,high_intensity_hi_distance_1-15,high_speed_running_hsr_distance_1-15,m/min_1-15,max_speed_1-15,running_distance_1-15,sprinting_distance_1-15,total_distance_1-15,count_hi_16-30,count_hsr_16-30,count_high_acceleration_16-30,count_high_deceleration_16-30,count_medium_acceleration_16-30,count_medium_deceleration_16-30,count_sprint_16-30,high_intensity_hi_distance_16-30,high_speed_running_hsr_distance_16-30,m/min_16-30,max_speed_16-30,running_distance_16-30,sprinting_distance_16-30,total_distance_16-30,count_hi_31-45+,count_hsr_31-45+,count_high_acceleration_31-45+,count_high_deceleration_31-45+,count_medium_acceleration_31-45+,count_medium_deceleration_31-45+,count_sprint_31-45+,high_intensity_hi_distance_31-45+,high_speed_running_hsr_distance_31-45+,m/min_31-45+,max_speed_31-45+,running_distance_31-45+,sprinting_distance_31-45+,total_distance_31-45+,count_hi_46-60,count_hsr_46-60,count_high_acceleration_46-60,count_high_deceleration_46-60,count_medium_acceleration_46-60,count_medium_deceleration_46-60,count_sprint_46-60,high_intensity_hi_distance_46-60,high_speed_running_hsr_distance_46-60,m/min_46-60,max_speed_46-60,running_distance_46-60,sprinting_distance_46-60,total_distance_46-60,count_hi_61-75,count_hsr_61-75,count_high_acceleration_61-75,count_high_deceleration_61-75,count_medium_acceleration_61-75,count_medium_deceleration_61-75,count_sprint_61-75,high_intensity_hi_distance_61-75,high_speed_running_hsr_distance_61-75,m/min_61-75,max_speed_61-75,running_distance_61-75,sprinting_distance_61-75,total_distance_61-75,count_hi_76-120+,count_hsr_76-120+,count_high_acceleration_76-120+,count_high_deceleration_76-120+,count_medium_acceleration_76-120+,count_medium_deceleration_76-120+,count_sprint_76-120+,high_intensity_hi_distance_76-120+,high_speed_running_hsr_distance_76-120+,m/min_76-120+,max_speed_76-120+,running_distance_76-120+,sprinting_distance_76-120+,total_distance_76-120+
Hayato Nakama,3,3,2,0,0,1,0,3,0,11.34,0.54,1.77,33,24,9,72.73,1,0,0,0,0,5,0,0,0,0,0,1,0,2,2,2,1,7,5,10,4,3,2,17,16,0.04,-0.09,-0.05,30,3,0,0,0,0,0,2.28,155.9,0.04,-0.1,-0.06,0,0,32,1,2,2,9,5,1,2,1,100.0,0.31,32.75,Koki Anzai(13),,,,,,,,,,,,,,,,,,,,83,51,11,0.3894000000000001,-0.0546,0.444,315.0,245.0,140.0,175.0,1365.0,1190.0,70.0,4066.6745000000005,2985.4614999999994,4878.982499999998,31.9557,10154.462500000001,1081.2130000000002,73184.72699999998,198.0,154.0,88.0,220.0,638.0,506.0,44.0,2555.443,1516.4137999999994,2280.0228,29.436,5977.681600000002,1039.0269999999996,34200.353,234.0,180.0,36.0,144.0,774.0,540.0,54.0,3113.4113999999995,2060.6634,2406.3480000000004,29.3033,6432.2658,1052.748,38902.6152,646.0,418.0,342.0,266.0,1292.0,1254.0,228.0,9504.199000000004,6617.266800000001,4773.951399999999,29.2538,12116.387400000003,2886.9322,71609.24440000001,380.0,266.0,190.0,266.0,1102.0,646.0,114.0,4984.676599999999,3469.6622,4188.1434,31.1797,6445.753800000001,1515.0143999999998,62822.16619999999,84.0,60.0,36.0,12.0,240.0,228.0,24.0,1685.4576,1046.2884000000001,1427.3676,27.7508,1752.2771999999995,639.1691999999999,14107.1544
Kasper Junker,3,3,0,0,0,3,0,1,2,18.54,0.27,0.0,23,19,4,82.61,3,1,0,0,0,3,1,0,0,0,0,1,1,2,2,4,2,8,7,6,5,0,0,12,11,0.05,-0.04,0.01,21,4,0,0,0,0,3,3.4,125.57,0.17,-0.0,0.17,2,1,26,3,0,12,5,1,1,2,0,100.0,0.27,40.25,Tsukasa Morishima(4),,,,,,,,,,,,,,,,,,,,71,38,8,-0.1735,0.1101,-0.2836,154.0,126.0,28.0,56.0,406.0,294.0,28.0,1498.2884000000004,1293.1618,1710.4387999999997,29.6686,2580.3707999999997,205.12520000000004,25656.5806,75.0,60.0,75.0,45.0,360.0,360.0,15.0,1512.6119999999996,1298.4254999999998,1354.3335,28.6794,2634.9164999999994,214.18800000000002,20314.9965,380.0,228.0,266.0,190.0,836.0,1140.0,152.0,6581.748200000003,4793.730400000002,4237.76,29.6047,5152.788599999999,1788.0178000000005,68510.43940000002,280.0,140.0,84.0,168.0,728.0,504.0,140.0,3719.892399999999,2416.9852000000005,2941.0528000000004,33.7031,5218.7156,1302.9072000000003,44115.7752,152.0,133.0,95.0,114.0,399.0,418.0,19.0,1835.1036,1678.9863,1949.5653,26.137,2513.1699000000003,156.1173,29243.466199999995,140.0,80.0,80.0,60.0,500.0,520.0,60.0,2548.7079999999996,1587.554,1883.788,29.6929,3088.023999999999,961.1539999999998,36200.124
Yuma Suzuki,2,2,0,0,0,1,1,1,1,47.93,0.09,0.0,4,4,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,0.0,-0.03,-0.03,8,1,0,0,2,0,0,1.01,27.63,0.03,0.0,0.03,0,0,8,1,0,3,4,1,1,1,0,100.0,0.12,31.3,Koki Anzai(2),,,,,,,,,,,,,,,,,,,,18,13,1,-0.1059,0.0061912781999999,-0.1120912781999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,28.0,28.0,28.0,266.0,168.0,14.0,916.2384000000001,664.1193999999999,1602.454,27.3743,1587.6756000000005,252.119,10042.041799999997,420.0,315.0,210.0,315.0,1855.0,1050.0,105.0,7119.196,5603.2829999999985,3933.6184999999996,28.5547,11060.647500000001,1515.9164999999998,75591.01199999999
Tomoya Fujii,2,2,0,0,0,2,0,1,1,41.86,0.11,0.0,18,11,6,61.11,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,3,2,2,0,1,0,13,10,0.0,-0.04,-0.04,22,5,0,0,0,1,2,12.48,325.45,0.15,-0.03,0.12,2,0,19,1,0,2,9,0,0,0,0,100.0,0.06,31.1,Yuta Higuchi(6),,,,,,,,,,,,,,,,,,,,40,32,1,0.0897,-0.0584,0.1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,280.0,360.0,440.0,1360.0,1200.0,280.0,9480.044,5951.264,4711.4400000000005,30.9842,9750.904,3528.7799999999997,70671.572,210.0,126.0,70.0,112.0,448.0,294.0,84.0,3263.7961999999993,2231.8534000000004,1558.2938000000004,32.7993,2922.1640000000007,1031.9428,23374.408400000008,189.0,135.0,216.0,216.0,1377.0,1188.0,54.0,3908.7710999999995,1759.0149,2964.4811999999997,30.4879,9616.303800000002,2149.7562000000003,56967.44309999999
Ryosuke Yamanaka,1,1,0,0,0,0,1,0,1,25.63,0.03,0.0,52,31,19,59.62,6,1,0,0,0,9,1,0,0,7,1,2,0,5,3,1,0,21,16,23,7,4,2,22,21,0.3,-0.05,0.25,32,2,0,0,1,0,0,2.0,101.05,0.04,-0.01,0.03,0,0,34,1,0,8,9,0,1,3,0,100.0,0.11,42.95,Shion Inoue(12),,,,,,,,,,,,,,,,,,,,90,37,0,0.1300986291,0.0003058329,0.1297927962,208.0,156.0,78.0,182.0,988.0,780.0,52.0,2760.8178000000003,1990.6198,2919.7740000000003,33.1776,4581.1792,770.2006000000001,43796.61,222.0,74.0,296.0,259.0,999.0,962.0,148.0,3756.5249000000003,2447.934800000001,3247.8118999999992,29.2511,6839.105899999999,1308.5900999999994,48717.204399999995,512.0,384.0,384.0,384.0,1920.0,1920.0,128.0,6398.976000000001,4211.7632,6526.195200000001,28.8873,7315.7696,2187.2128,105506.80319999998,253.0,92.0,92.0,138.0,644.0,483.0,161.0,4842.7719,2399.364600000001,2454.1966,28.4177,3534.591700000001,2443.4073,36812.95359999999,2.0,2.0,2.0,0.0,5.0,6.0,0.0,14.1336,14.1336,76.9018,23.7811,26.7457,0.0,358.875,,,,,,,,,,,,,,
Kei Chinen,1,2,0,0,1,0,0,0,1,26.6,0.07,0.06,36,27,6,75.0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,5,4,17,10,6,6,9,9,0.03,-0.03,0.0,27,0,0,0,0,0,0,2.77,118.22,0.08,-0.01,0.08,1,0,32,1,0,1,2,0,0,0,0,100.0,0.03,52.55,Kimito Nono(7),,,,,,,,,,,,,,,,,,,,69,12,1,-0.0562091461,-0.0813014165,0.0250922703999999,253.0,184.0,92.0,115.0,1150.0,828.0,69.0,3359.051100000001,2296.145200000001,3026.6252,27.8697,6023.939199999998,1062.9059,45399.3711,152.0,114.0,76.0,38.0,532.0,684.0,38.0,1848.8501,1428.4884000000002,1968.8199000000002,28.516,4539.1589,420.3597999999999,29532.302299999996,378.0,294.0,210.0,336.0,2100.0,1890.0,84.0,4513.152,3795.9894000000004,5497.610999999999,27.3196,15189.531000000003,717.1625999999999,88878.0606,253.0,184.0,138.0,138.0,667.0,598.0,69.0,2831.1528000000008,2063.1551999999992,2549.434999999999,27.4104,5836.9124,767.9976000000001,38241.52269999999,187.0,153.0,68.0,68.0,493.0,425.0,34.0,2814.0678,2201.619,1773.8735,29.5715,3204.6037,612.4488,26608.112699999998,39.0,39.0,26.0,39.0,390.0,325.0,0.0,582.9641999999999,582.9641999999999,1484.9068000000002,24.2518,3433.439100000001,0.0,19081.0438
Shoma Doi,1,1,0,0,0,0,1,0,1,24.26,0.02,0.0,14,13,1,92.86,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,2,2,4,4,1,1,8,8,0.02,-0.09,-0.07,15,1,0,0,1,0,0,2.83,75.68,0.01,-0.01,0.01,0,0,16,1,0,4,6,0,0,0,0,100.0,0.11,35.55,Koki Anzai(3),,,,,,,,,,,,,,,,,,,,35,19,0,0.0157999999999999,-0.0073999999999999,0.0231999999999999,324.0,270.0,108.0,135.0,1215.0,1026.0,54.0,3439.9647000000004,2842.8704999999995,3622.992300000001,28.5989,7576.4295,597.0942,54344.8953,143.0,130.0,52.0,52.0,403.0,416.0,13.0,1061.3694000000003,905.1185,1334.7269,27.1244,4616.6783000000005,156.25089999999997,20020.9048,333.0,296.0,74.0,111.0,1813.0,1443.0,37.0,4279.9491,4044.5699,4935.381900000002,26.5577,15005.312999999995,235.37920000000005,79788.68329999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuta Higuchi,1,0,0,0,1,0,0,0,1,,0.02,0.0,46,31,14,67.39,3,4,0,0,0,15,0,0,0,0,0,2,1,12,6,4,3,5,3,18,12,0,0,16,13,0.3,-0.07,0.23,32,1,0,0,0,0,1,2.71,144.25,0.07,-0.01,0.06,1,0,31,0,0,9,10,2,0,3,0,96.77,0.25,42.6,Kei Chinen(4),,,,,,,,,,,,,,,,,,,,81,51,4,0.2841058329,-0.0526,0.3367058329,364.0,336.0,84.0,56.0,1120.0,784.0,28.0,3567.8831999999998,3076.7379999999994,3732.7752,26.8602,8258.163199999999,491.1452000000001,55991.61120000001,210.0,189.0,42.0,84.0,693.0,588.0,21.0,2116.5522,2069.7705,2200.2561000000005,25.0864,6784.7366999999995,46.781699999999994,33003.8373,288.0,180.0,144.0,180.0,1512.0,1512.0,108.0,4901.353199999999,3464.4311999999995,4790.858399999998,29.2787,13403.473199999999,1436.9220000000003,77452.23239999998,385.0,315.0,140.0,140.0,1435.0,945.0,70.0,4364.381,3727.0799999999995,4402.6815,26.521,11051.134499999998,637.3010000000002,66040.198,126.0,98.0,70.0,28.0,434.0,350.0,28.0,1597.1298,1340.486,1553.7802000000004,27.609,4563.004599999999,256.64240000000007,23306.7058,408.0,408.0,192.0,168.0,1176.0,1080.0,0.0,4610.7096,4570.526400000001,2989.344,25.1514,12201.492,40.1856,57445.2072
Yuki Nogami,1,1,0,0,0,1,0,0,1,24.96,0.02,0.0,55,47,8,85.45,10,0,0,0,0,10,2,0,0,0,0,7,3,0,0,10,9,17,14,31,24,3,3,11,11,0.22,-0.05,0.18,40,1,0,0,2,0,1,2.78,153.5,0.07,-0.02,0.05,1,1,48,2,0,3,12,2,0,0,0,100.0,0.11,60.45,Kennedy Egbus Mikuni(11),,,,,,,,,,,,,,,,,,,,102,33,1,0.1799,-0.2522,0.4321,72.0,48.0,120.0,72.0,816.0,696.0,24.0,897.8328,423.1512,2735.1408,29.3367,3870.7056000000002,474.6816,41027.1192,63.0,42.0,42.0,21.0,525.0,441.0,21.0,695.6732999999999,528.0135,1855.2807000000003,26.0266,2333.3583,167.6577,27829.223099999992,245.0,175.0,105.0,105.0,1435.0,1295.0,70.0,4146.712500000001,2502.2340000000004,4213.632500000001,31.547,7246.9005,1644.4785000000004,68120.3985,242.0,242.0,66.0,110.0,792.0,638.0,0.0,2800.4283999999993,2701.3514000000005,2403.0908,27.907,4743.593800000001,99.07700000000001,36046.3642,175.0,75.0,75.0,100.0,900.0,575.0,100.0,2838.5274999999997,2164.36,2633.3424999999997,28.9451,5530.2275,674.1674999999999,39500.155000000006,180.0,90.0,90.0,135.0,2025.0,1485.0,90.0,5606.378999999999,2847.1230000000005,4627.521000000002,31.7536,6784.451999999998,2759.251499999999,88925.53050000001
Aleksandar Čavrić,1,2,1,0,0,0,0,1,0,7.4,0.22,0.57,18,10,8,55.56,2,0,1,0,0,4,1,0,0,1,1,0,0,0,0,0,0,9,4,4,2,4,1,10,7,0.21,-0.03,0.18,11,3,0,0,0,0,2,5.14,101.31,0.07,-0.02,0.05,1,0,20,0,1,8,4,2,1,3,0,100.0,0.33,44.95,Koki Anzai(7),,,,,,,,,,,,,,,,,,,,62,33,10,0.4287999999999999,0.0161,0.4126999999999999,288.0,144.0,144.0,216.0,912.0,696.0,144.0,4925.2296,2549.8968,3106.3368,35.7723,6169.7232,2375.3328,46595.0376,140.0,80.0,80.0,60.0,520.0,420.0,60.0,3201.614,1661.882,2111.556,30.891,2780.1779999999994,1539.7319999999997,31673.334000000006,299.0,207.0,138.0,184.0,1104.0,621.0,92.0,4442.932999999999,3033.4562,2891.486400000001,28.8557,5750.685400000001,1409.4745000000003,46745.68759999998,434.0,341.0,155.0,124.0,1147.0,868.0,93.0,4941.737899999999,3510.405899999999,3414.650000000001,32.6282,8099.986899999998,1431.332,51219.728300000024,75.0,45.0,15.0,45.0,225.0,120.0,30.0,949.1565,656.4419999999998,1557.8355000000004,30.2728,1834.2044999999994,292.71299999999997,13579.136999999997,,,,,,,,,,,,,,
